bootstrap_index,density_crossing_radius_interpolated_mpc_h,density_crossing_radius_discrete_mpc_h,crossing_detected
244,113.29298644800028,116.85229034325097,True
245,124.76424466959493,127.3598983968242,True
246,120.92062441278868,121.99301547856197,True
247,104.88447338955355,107.21159431141558,True
248,119.04215725331944,121.99301547856197,True
249,103.7109393011626,107.21159431141558,True
250,120.15407511363257,121.99301547856197,True
251,105.42308129107555,107.21159431141558,True
252,108.92890360636632,111.92819281414471,True
253,115.8065216487865,116.85229034325097,True
254,117.52121356665178,121.99301547856197,True
255,119.20450000293135,121.99301547856197,True
256,107.21213802222067,111.92819281414471,True
257,109.07699824203848,111.92819281414471,True
258,110.2281495869417,111.92819281414471,True
259,118.2554749110964,121.99301547856197,True
260,114.41519974633434,116.85229034325097,True
261,112.3313187339153,116.85229034325097,True
262,114.17898220233879,116.85229034325097,True
263,113.16272195266875,116.85229034325097,True
264,116.28416712037247,116.85229034325097,True
265,113.6586996594886,116.85229034325097,True
266,117.17704494173401,121.99301547856197,True
267,113.1205266555314,116.85229034325097,True
268,117.720439434802,121.99301547856197,True
269,110.62257174640288,111.92819281414471,True
270,115.21055458881312,116.85229034325097,True
271,112.24083498013907,116.85229034325097,True
272,121.56778531626559,121.99301547856197,True
273,109.82363943510651,111.92819281414471,True
274,115.41491131256375,116.85229034325097,True
275,112.90009069788886,116.85229034325097,True
276,108.38687170463115,111.92819281414471,True
277,112.2907398413504,116.85229034325097,True
278,120.03028618523315,121.99301547856197,True
279,110.25465116324752,111.92819281414471,True
280,108.46303901335556,111.92819281414471,True
281,112.0085433694429,116.85229034325097,True
282,111.76303799714087,111.92819281414471,True
283,108.69249828559731,111.92819281414471,True
284,104.32568815042063,107.21159431141558,True
285,103.93133653194666,107.21159431141558,True
286,123.56084472550815,127.3598983968242,True
287,119.97289123121993,121.99301547856197,True
288,109.61027973512405,111.92819281414471,True
289,123.96397603102601,127.3598983968242,True
290,115.02601368243404,116.85229034325097,True
291,112.67517779693429,116.85229034325097,True
292,110.28765602995254,111.92819281414471,True
293,116.70419815663989,116.85229034325097,True
294,121.7794527569055,121.99301547856197,True
295,107.59317432989194,111.92819281414471,True
296,125.43011774959804,127.3598983968242,True
297,111.97442554819227,116.85229034325097,True
298,112.2145372396926,116.85229034325097,True
299,102.7841152170693,107.21159431141558,True
300,111.20161310948538,111.92819281414471,True
301,108.03563835232734,111.92819281414471,True
302,116.78125554050285,116.85229034325097,True
303,119.2397670635693,121.99301547856197,True
304,124.81407104897764,127.3598983968242,True
305,119.42342118506386,121.99301547856197,True
306,116.86008309578328,121.99301547856197,True
307,122.8094529676459,127.3598983968242,True
308,114.48823281164121,116.85229034325097,True
309,118.8494616535229,121.99301547856197,True
310,115.41942292620931,116.85229034325097,True
311,116.95468586127096,121.99301547856197,True
312,108.5984542407603,111.92819281414471,True
313,125.02338583458534,127.3598983968242,True
314,119.73944293792084,121.99301547856197,True
315,108.2640391327676,111.92819281414471,True
316,101.95347666672582,102.6937509290598,True
317,111.52667435018992,111.92819281414471,True
318,108.32423064629859,111.92819281414471,True
