bootstrap_index,density_crossing_radius_interpolated_mpc_h,density_crossing_radius_discrete_mpc_h,crossing_detected
2260,118.57394691552192,121.99301547856197,True
2261,111.99414244178564,116.85229034325097,True
2262,113.7188677193467,116.85229034325097,True
2263,107.88506834042771,111.92819281414471,True
2264,124.07195104916721,127.3598983968242,True
2265,121.18836858408906,121.99301547856197,True
2266,114.69704284449766,116.85229034325097,True
2267,119.91672976243541,121.99301547856197,True
2268,101.67735127654073,102.6937509290598,True
2269,117.28368619546909,121.99301547856197,True
2270,113.66991792616342,116.85229034325097,True
2271,106.67515029543985,107.21159431141558,True
2272,114.26551788773884,116.85229034325097,True
2273,114.39273279172492,116.85229034325097,True
2274,109.22232600080413,111.92819281414471,True
2275,115.31620336195932,116.85229034325097,True
2276,110.9009482603209,111.92819281414471,True
2277,107.65750938976282,111.92819281414471,True
2278,114.41164312698479,116.85229034325097,True
2279,119.30280725190818,121.99301547856197,True
2280,125.78445346693952,127.3598983968242,True
2281,120.04262593629274,121.99301547856197,True
2282,117.48852872963963,121.99301547856197,True
2283,116.62183961640477,116.85229034325097,True
2284,111.49578689913871,111.92819281414471,True
2285,113.45820373509319,116.85229034325097,True
2286,111.78967797127179,111.92819281414471,True
2287,113.32072486670843,116.85229034325097,True
2288,107.59798568044948,111.92819281414471,True
2289,109.20134015713626,111.92819281414471,True
2290,104.69880571892342,107.21159431141558,True
2291,119.97317380183306,121.99301547856197,True
2292,118.4653447374477,121.99301547856197,True
2293,114.82295828344272,116.85229034325097,True
2294,98.70088803451257,102.6937509290598,True
2295,119.9530232028925,121.99301547856197,True
2296,119.25225432995582,121.99301547856197,True
2297,115.34130136509587,116.85229034325097,True
2298,99.16710665263028,102.6937509290598,True
2299,116.94312197940079,121.99301547856197,True
2300,119.40429532031725,121.99301547856197,True
2301,113.26852165463424,116.85229034325097,True
2302,100.47723901703571,102.6937509290598,True
2303,115.43153965837058,116.85229034325097,True
2304,118.69945236092778,121.99301547856197,True
2305,110.52604508851009,111.92819281414471,True
2306,113.55461669280868,116.85229034325097,True
2307,109.62697990139696,111.92819281414471,True
2308,119.04374977063881,121.99301547856197,True
2309,112.29023717193708,116.85229034325097,True
2310,108.9080507715376,111.92819281414471,True
2311,112.2911745086002,116.85229034325097,True
2312,102.17158304877816,102.6937509290598,True
2313,108.52264833159923,111.92819281414471,True
2314,116.21263413552302,116.85229034325097,True
2315,114.7708766014666,116.85229034325097,True
2316,117.32199332788274,121.99301547856197,True
2317,118.86690760797738,121.99301547856197,True
2318,99.64382732353188,102.6937509290598,True
2319,117.8178635421538,121.99301547856197,True
2320,108.69607642930782,111.92819281414471,True
2321,114.32498721097414,116.85229034325097,True
2322,123.69448295960709,127.3598983968242,True
2323,103.89212657116664,107.21159431141558,True
2324,106.60775440317565,107.21159431141558,True
2325,123.85659256650202,127.3598983968242,True
2326,123.62886513910185,127.3598983968242,True
2327,105.2972449314644,107.21159431141558,True
2328,122.1688616100475,127.3598983968242,True
2329,123.66789352827038,127.3598983968242,True
2330,120.45907504408184,121.99301547856197,True
2331,123.82451596488885,127.3598983968242,True
2332,115.30718996645989,116.85229034325097,True
2333,114.96303361418175,116.85229034325097,True
2334,116.7318678914384,116.85229034325097,True
2335,115.33136303026174,116.85229034325097,True
2336,114.5049179180448,116.85229034325097,True
2337,110.85478656821127,111.92819281414471,True
2338,115.09122847093874,116.85229034325097,True
2339,119.38911203138788,121.99301547856197,True
2340,104.41902890179868,107.21159431141558,True
2341,101.86769448691146,102.6937509290598,True
2342,114.47374470041373,116.85229034325097,True
2343,110.4963446843453,111.92819281414471,True
2344,114.9439426313265,116.85229034325097,True
2345,122.30157626924179,127.3598983968242,True
2346,113.71135073088335,116.85229034325097,True
2347,114.2999113083868,116.85229034325097,True
2348,119.13162116594857,121.99301547856197,True
2349,103.70484670474558,107.21159431141558,True
2350,119.9161344301961,121.99301547856197,True
2351,119.60129050407738,121.99301547856197,True
2352,114.16761995198509,116.85229034325097,True
2353,113.64673964430264,116.85229034325097,True
2354,125.99852438489475,127.3598983968242,True
2355,117.35838612780184,121.99301547856197,True
2356,114.43839372795605,116.85229034325097,True
2357,111.48754811775018,111.92819281414471,True
2358,112.27204340272803,116.85229034325097,True
2359,118.53876730606011,121.99301547856197,True
2360,118.918115341604,121.99301547856197,True
2361,106.34321351822925,107.21159431141558,True
2362,110.14519420016997,111.92819281414471,True
2363,115.29051148684694,116.85229034325097,True
2364,112.74076958558874,116.85229034325097,True
2365,122.46194082324506,127.3598983968242,True
2366,110.73860724096433,111.92819281414471,True
2367,114.06263015879779,116.85229034325097,True
2368,116.4080843409897,116.85229034325097,True
2369,121.16889827933471,121.99301547856197,True
2370,123.31381001026989,127.3598983968242,True
2371,124.10058859392495,127.3598983968242,True
2372,99.16719261604358,102.6937509290598,True
2373,121.46318931556463,121.99301547856197,True
2374,116.74434589226091,116.85229034325097,True
2375,114.4292341341557,116.85229034325097,True
2376,110.57234316654376,111.92819281414471,True
2377,114.13326561980485,116.85229034325097,True
2378,98.08816671700708,98.36628722493359,True
2379,113.45683505936337,116.85229034325097,True
2380,110.59681027007605,111.92819281414471,True
2381,111.21403096538846,111.92819281414471,True
2382,116.7963634043921,116.85229034325097,True
2383,110.17743212808196,111.92819281414471,True
2384,116.81068100318794,116.85229034325097,True
2385,110.7845316222661,111.92819281414471,True
2386,110.33188335462941,111.92819281414471,True
2387,115.8455889855972,116.85229034325097,True
2388,114.40390129498327,116.85229034325097,True
2389,119.51391742142756,121.99301547856197,True
2390,117.94798500411828,121.99301547856197,True
2391,110.31554376646521,111.92819281414471,True
2392,113.40748392129235,116.85229034325097,True
2393,117.818029604532,121.99301547856197,True
2394,107.45070946320507,111.92819281414471,True
2395,121.3789544782025,121.99301547856197,True
2396,118.98652675732559,121.99301547856197,True
2397,113.19632546286773,116.85229034325097,True
2398,111.60635161176138,111.92819281414471,True
2399,116.22470380606524,116.85229034325097,True
2400,117.3969129884033,121.99301547856197,True
2401,110.64411116254377,111.92819281414471,True
2402,123.75344265105963,127.3598983968242,True
2403,113.87663617105875,116.85229034325097,True
2404,124.7763697886319,127.3598983968242,True
2405,108.24866228736884,111.92819281414471,True
2406,115.00944468276481,116.85229034325097,True
2407,112.13438325746229,116.85229034325097,True
2408,107.36423009226401,111.92819281414471,True
2409,119.65821539531231,121.99301547856197,True
2410,120.28464001520234,121.99301547856197,True
2411,108.71182586341837,111.92819281414471,True
2412,110.61982999194076,111.92819281414471,True
2413,117.8864825883097,121.99301547856197,True
2414,110.0883066394547,111.92819281414471,True
2415,117.73112137189496,121.99301547856197,True
2416,110.06256405112049,111.92819281414471,True
2417,121.41240111646876,121.99301547856197,True
2418,104.54612789173355,107.21159431141558,True
2419,112.5295009379759,116.85229034325097,True
2420,110.05330671148127,111.92819281414471,True
2421,109.39123026535532,111.92819281414471,True
2422,109.37575879708578,111.92819281414471,True
2423,102.10286230437808,102.6937509290598,True
2424,116.05230399954482,116.85229034325097,True
2425,110.76078379030753,111.92819281414471,True
2426,99.85655482232714,102.6937509290598,True
2427,115.8538740878519,116.85229034325097,True
2428,114.54407246559816,116.85229034325097,True
2429,110.51825128910923,111.92819281414471,True
2430,121.58928557262395,121.99301547856197,True
2431,117.75329985428452,121.99301547856197,True
2432,119.80524032517309,121.99301547856197,True
2433,100.85721945304421,102.6937509290598,True
2434,117.01099907637138,121.99301547856197,True
2435,108.12030182880319,111.92819281414471,True
2436,109.26200429083033,111.92819281414471,True
2437,97.6829283786802,98.36628722493359,True
2438,114.62274761124962,116.85229034325097,True
2439,105.47062279841076,107.21159431141558,True
2440,111.0613185828974,111.92819281414471,True
2441,105.1461671080276,107.21159431141558,True
2442,116.93227898936901,121.99301547856197,True
2443,117.95405336338202,121.99301547856197,True
2444,116.7082916883395,116.85229034325097,True
2445,110.3850963016919,111.92819281414471,True
2446,110.10376043481318,111.92819281414471,True
2447,118.36569294368539,121.99301547856197,True
2448,104.79794890107102,107.21159431141558,True
2449,114.9649322300732,116.85229034325097,True
2450,109.4104835195089,111.92819281414471,True
2451,109.60566435974091,111.92819281414471,True
2452,119.56646434748139,121.99301547856197,True
2453,125.36531191076843,127.3598983968242,True
2454,113.65398498279738,116.85229034325097,True
2455,117.38886552077663,121.99301547856197,True
2456,120.58699121317301,121.99301547856197,True
2457,120.14285443000979,121.99301547856197,True
2458,110.1084381664626,111.92819281414471,True
2459,113.10072014464498,116.85229034325097,True
2460,94.17503188545183,94.22118069386914,True
2461,122.68367474506708,127.3598983968242,True
2462,115.04147044428031,116.85229034325097,True
2463,103.79033885912155,107.21159431141558,True
2464,106.48876768881883,107.21159431141558,True
2465,116.13507662702843,116.85229034325097,True
2466,114.61831546949051,116.85229034325097,True
2467,120.66897748741991,121.99301547856197,True
2468,100.34178321339054,102.6937509290598,True
2469,106.72577627618102,107.21159431141558,True
2470,106.74263441916554,107.21159431141558,True
2471,104.11436003139077,107.21159431141558,True
2472,122.94539366753675,127.3598983968242,True
2473,123.62116539679239,127.3598983968242,True
2474,115.9628322618726,116.85229034325097,True
2475,104.7314937146059,107.21159431141558,True
2476,109.64029526301715,111.92819281414471,True
2477,109.3217007303589,111.92819281414471,True
2478,116.17921470666046,116.85229034325097,True
2479,120.12515475299429,121.99301547856197,True
2480,121.82491596164964,121.99301547856197,True
2481,110.5961424783861,111.92819281414471,True
2482,101.80542743871553,102.6937509290598,True
2483,116.63257258173628,116.85229034325097,True
2484,119.86434988872523,121.99301547856197,True
2485,103.78163566823638,107.21159431141558,True
2486,119.21762856334793,121.99301547856197,True
2487,115.29016374685494,116.85229034325097,True
2488,107.07663646709048,107.21159431141558,True
2489,105.18429810500537,107.21159431141558,True
2490,111.7059383249071,111.92819281414471,True
2491,111.40805521875714,111.92819281414471,True
2492,121.11296525487296,121.99301547856197,True
2493,122.8952923515432,127.3598983968242,True
2494,115.29357290938091,116.85229034325097,True
2495,126.3807567384499,127.3598983968242,True
2496,116.93007542403397,121.99301547856197,True
2497,106.78118712770217,107.21159431141558,True
2498,115.56776031474142,116.85229034325097,True
2499,112.85006094900181,116.85229034325097,True
2500,119.01746871944678,121.99301547856197,True
2501,123.706080362866,127.3598983968242,True
2502,119.29006752535139,121.99301547856197,True
2503,114.09034660692433,116.85229034325097,True
2504,119.67907861651356,121.99301547856197,True
2505,123.32428720319453,127.3598983968242,True
2506,116.16240340438938,116.85229034325097,True
2507,119.358769944062,121.99301547856197,True
2508,99.44207165998584,102.6937509290598,True
2509,111.28629372536291,111.92819281414471,True
2510,121.36594232881329,121.99301547856197,True
2511,121.39039525056127,121.99301547856197,True
2512,113.81832215287471,116.85229034325097,True
2513,111.83271917024179,111.92819281414471,True
2514,104.71491859246501,107.21159431141558,True
2515,124.13060725040319,127.3598983968242,True
2516,116.33179500647395,116.85229034325097,True
2517,111.13392357814884,111.92819281414471,True
2518,110.23159730184486,111.92819281414471,True
2519,111.52553332177887,111.92819281414471,True
2520,104.28313102960291,107.21159431141558,True
2521,105.36882528138007,107.21159431141558,True
2522,100.82138456087327,102.6937509290598,True
2523,118.860869555313,121.99301547856197,True
2524,107.42774081756487,111.92819281414471,True
2525,116.40238634921306,116.85229034325097,True
2526,115.40757566917989,116.85229034325097,True
2527,119.24743079470342,121.99301547856197,True
2528,112.26597564115032,116.85229034325097,True
2529,105.8972078801869,107.21159431141558,True
2530,107.88777045382481,111.92819281414471,True
2531,118.40205527250434,121.99301547856197,True
2532,114.59332886715126,116.85229034325097,True
2533,117.11716276054479,121.99301547856197,True
2534,116.32097605144465,116.85229034325097,True
2535,112.51115489408683,116.85229034325097,True
2536,113.86225353597463,116.85229034325097,True
2537,113.20037352449475,116.85229034325097,True
2538,123.927537246379,127.3598983968242,True
2539,109.9951983081071,111.92819281414471,True
2540,119.65507102677375,121.99301547856197,True
2541,116.72514177039545,116.85229034325097,True
2542,107.60867588868642,111.92819281414471,True
2543,114.39559392715283,116.85229034325097,True
2544,119.54091056049725,121.99301547856197,True
2545,118.38904428386881,121.99301547856197,True
2546,115.89560946469547,116.85229034325097,True
2547,116.43286578784408,116.85229034325097,True
2548,114.93110265975962,116.85229034325097,True
2549,120.06980566898353,121.99301547856197,True
2550,123.27457504567485,127.3598983968242,True
2551,119.08227789702003,121.99301547856197,True
2552,106.23738558078068,107.21159431141558,True
2553,116.42013332806707,116.85229034325097,True
2554,108.57106618251736,111.92819281414471,True
2555,104.68158700376057,107.21159431141558,True
2556,119.15279287140709,121.99301547856197,True
2557,116.1474653569337,116.85229034325097,True
2558,111.92215674706517,111.92819281414471,True
2559,113.09149610895902,116.85229034325097,True
2560,110.92808368693034,111.92819281414471,True
2561,114.58254807007417,116.85229034325097,True
2562,107.96425325062415,111.92819281414471,True
2563,106.43207979358047,107.21159431141558,True
2564,117.236511612053,121.99301547856197,True
2565,107.51861260420304,111.92819281414471,True
2566,109.70812712229778,111.92819281414471,True
2567,106.0186490839488,107.21159431141558,True
2568,117.00962463035235,121.99301547856197,True
2569,113.87783235744453,116.85229034325097,True
2570,106.85709854281333,107.21159431141558,True
2571,104.97207463382844,107.21159431141558,True
2572,110.89860022356305,111.92819281414471,True
2573,108.7924871245386,111.92819281414471,True
2574,113.35161197791034,116.85229034325097,True
2575,108.26678827453092,111.92819281414471,True
2576,128.38528939432135,132.96288853930218,True
2577,120.1779171701966,121.99301547856197,True
2578,104.76337957401448,107.21159431141558,True
2579,121.54735501779236,121.99301547856197,True
2580,115.36477336659168,116.85229034325097,True
2581,106.62941857838467,107.21159431141558,True
2582,112.47490184411919,116.85229034325097,True
2583,108.63658593705885,111.92819281414471,True
2584,123.00910581773596,127.3598983968242,True
2585,119.05267548234907,121.99301547856197,True
2586,113.7785732359743,116.85229034325097,True
2587,108.64888680453787,111.92819281414471,True
2588,115.75105523552031,116.85229034325097,True
2589,121.11621968277596,121.99301547856197,True
2590,114.33823667120008,116.85229034325097,True
2591,106.62396183733472,107.21159431141558,True
2592,119.52995184099565,121.99301547856197,True
2593,120.29789800921822,121.99301547856197,True
2594,114.08081536563014,116.85229034325097,True
2595,101.95883880260608,102.6937509290598,True
2596,117.1495456294106,121.99301547856197,True
2597,118.34014951659071,121.99301547856197,True
2598,101.6413991658411,102.6937509290598,True
2599,102.07950580018996,102.6937509290598,True
2600,101.4288759061473,102.6937509290598,True
2601,114.89517760519131,116.85229034325097,True
2602,105.31768780189034,107.21159431141558,True
2603,111.13865738864384,111.92819281414471,True
2604,106.94943056948627,107.21159431141558,True
2605,119.69315928512606,121.99301547856197,True
2606,120.48831076435101,121.99301547856197,True
2607,119.66358419133716,121.99301547856197,True
2608,112.84904992936009,116.85229034325097,True
2609,117.57640199764684,121.99301547856197,True
2610,102.39067883458945,102.6937509290598,True
2611,117.60442302091303,121.99301547856197,True
2612,122.92075875395552,127.3598983968242,True
2613,116.98686026754525,121.99301547856197,True
2614,120.22857153404532,121.99301547856197,True
2615,102.69997423857204,107.21159431141558,True
2616,113.90172450365161,116.85229034325097,True
2617,118.09916560509973,121.99301547856197,True
2618,115.89571559619675,116.85229034325097,True
2619,115.09630529447058,116.85229034325097,True
2620,102.5247890959926,102.6937509290598,True
2621,111.83399748571453,111.92819281414471,True
2622,106.483259753113,107.21159431141558,True
2623,112.28049876226986,116.85229034325097,True
2624,110.54535705524026,111.92819281414471,True
2625,109.43661456388132,111.92819281414471,True
2626,105.39257998651551,107.21159431141558,True
2627,114.7678724196882,116.85229034325097,True
2628,99.65205126046611,102.6937509290598,True
2629,121.40974605706,121.99301547856197,True
2630,110.35542353818842,111.92819281414471,True
2631,114.00502668060129,116.85229034325097,True
2632,110.9884936882444,111.92819281414471,True
2633,109.18131034129621,111.92819281414471,True
2634,107.84345359760717,111.92819281414471,True
2635,113.8613721790948,116.85229034325097,True
2636,118.01982008179598,121.99301547856197,True
2637,108.69002632340595,111.92819281414471,True
2638,122.32459296701253,127.3598983968242,True
2639,126.67868327558277,127.3598983968242,True
2640,109.67069749641945,111.92819281414471,True
2641,117.24880855277692,121.99301547856197,True
2642,115.70052000693678,116.85229034325097,True
2643,106.99402074502633,107.21159431141558,True
2644,111.6405490448484,111.92819281414471,True
2645,117.33831578587697,121.99301547856197,True
2646,112.48674885106136,116.85229034325097,True
2647,112.52782620293404,116.85229034325097,True
2648,119.46797143842353,121.99301547856197,True
2649,106.10486819710498,107.21159431141558,True
2650,108.4786320965866,111.92819281414471,True
2651,109.76214828854526,111.92819281414471,True
2652,105.94088311961222,107.21159431141558,True
2653,107.39213195674698,111.92819281414471,True
2654,95.69278725268136,98.36628722493359,True
2655,101.45798148019713,102.6937509290598,True
2656,109.78947413955025,111.92819281414471,True
2657,106.45860434377154,107.21159431141558,True
2658,123.69849288154839,127.3598983968242,True
2659,120.98596161638575,121.99301547856197,True
2660,118.6458468522002,121.99301547856197,True
2661,116.95882222952832,121.99301547856197,True
2662,101.88507363058926,102.6937509290598,True
2663,102.21959209228116,102.6937509290598,True
2664,114.14120627658191,116.85229034325097,True
2665,109.75259833139935,111.92819281414471,True
2666,114.10010261336491,116.85229034325097,True
2667,118.29932244491366,121.99301547856197,True
2668,120.0122186732158,121.99301547856197,True
2669,110.55131696109738,111.92819281414471,True
2670,116.94833854751569,121.99301547856197,True
2671,106.39615995585761,107.21159431141558,True
2672,114.11924110043572,116.85229034325097,True
2673,111.73182483229172,111.92819281414471,True
2674,126.2498166638581,127.3598983968242,True
2675,109.86511000118746,111.92819281414471,True
2676,119.97626982670334,121.99301547856197,True
2677,118.57551233823345,121.99301547856197,True
2678,120.0199271345199,121.99301547856197,True
2679,122.37342043758959,127.3598983968242,True
2680,116.87145756455138,121.99301547856197,True
2681,115.67190406412251,116.85229034325097,True
2682,116.88192703127652,121.99301547856197,True
2683,115.21802538346542,116.85229034325097,True
2684,115.8453773831554,116.85229034325097,True
2685,114.13409643692954,116.85229034325097,True
2686,109.56308343815451,111.92819281414471,True
2687,125.9663080613669,127.3598983968242,True
2688,119.70901219739532,121.99301547856197,True
2689,106.2917735436508,107.21159431141558,True
2690,106.30985796166293,107.21159431141558,True
2691,126.11151588598405,127.3598983968242,True
2692,118.89750411995423,121.99301547856197,True
2693,119.09079963649393,121.99301547856197,True
2694,98.97790882804014,102.6937509290598,True
2695,113.08975150680779,116.85229034325097,True
2696,113.51105216018018,116.85229034325097,True
2697,123.9137495301365,127.3598983968242,True
2698,117.44615877096561,121.99301547856197,True
2699,122.87430773155937,127.3598983968242,True
2700,116.73637687428118,116.85229034325097,True
2701,122.71339137568614,127.3598983968242,True
2702,110.35833580383392,111.92819281414471,True
2703,118.57548141742274,121.99301547856197,True
2704,104.43608365759786,107.21159431141558,True
2705,112.57735216514348,116.85229034325097,True
2706,115.97073154729449,116.85229034325097,True
2707,99.28723808353213,102.6937509290598,True
2708,118.16666522042048,121.99301547856197,True
2709,120.30232651691139,121.99301547856197,True
2710,122.45244326724962,127.3598983968242,True
2711,107.66819982718393,111.92819281414471,True
2712,111.3221354512165,111.92819281414471,True
2713,112.51432487540445,116.85229034325097,True
2714,107.72159549343415,111.92819281414471,True
2715,114.11932845205534,116.85229034325097,True
2716,106.39911964002677,107.21159431141558,True
2717,102.54813373273242,102.6937509290598,True
2718,123.11225352434012,127.3598983968242,True
2719,120.28992745734843,121.99301547856197,True
2720,107.37274203710702,111.92819281414471,True
2721,106.40225628197632,107.21159431141558,True
2722,117.0597259322866,121.99301547856197,True
2723,121.09252325844226,121.99301547856197,True
2724,101.1756689377526,102.6937509290598,True
2725,114.1467541530886,116.85229034325097,True
2726,115.81355939491114,116.85229034325097,True
2727,107.76763578990682,111.92819281414471,True
2728,119.11330998696724,121.99301547856197,True
2729,102.31458218339016,102.6937509290598,True
2730,120.06773945659977,121.99301547856197,True
2731,112.33758925343726,116.85229034325097,True
2732,117.49417466853365,121.99301547856197,True
2733,114.61119927994493,116.85229034325097,True
2734,117.99266534951025,121.99301547856197,True
2735,119.70216907282426,121.99301547856197,True
2736,105.03713020303869,107.21159431141558,True
2737,104.37513658404,107.21159431141558,True
2738,104.54731322735675,107.21159431141558,True
2739,103.86477254184179,107.21159431141558,True
2740,115.52236886144028,116.85229034325097,True
2741,123.40976523234866,127.3598983968242,True
2742,109.32345195368933,111.92819281414471,True
2743,102.68294012797732,102.6937509290598,True
2744,110.11552817877623,111.92819281414471,True
2745,108.63700348408408,111.92819281414471,True
2746,117.13978673272081,121.99301547856197,True
2747,112.23416472307908,116.85229034325097,True
2748,111.79359231878875,111.92819281414471,True
2749,104.86860022758786,107.21159431141558,True
2750,119.87658945745497,121.99301547856197,True
2751,111.29135286451859,111.92819281414471,True
2752,121.08206826466781,121.99301547856197,True
2753,109.84446746662738,111.92819281414471,True
2754,118.6162176394658,121.99301547856197,True
2755,118.12379981983933,121.99301547856197,True
2756,108.14334282592714,111.92819281414471,True
2757,113.61305220916317,116.85229034325097,True
2758,107.32695226940827,111.92819281414471,True
2759,108.62183330707076,111.92819281414471,True
2760,120.43174843116175,121.99301547856197,True
2761,106.88044053870665,107.21159431141558,True
2762,122.95480106648998,127.3598983968242,True
2763,115.47495745600797,116.85229034325097,True
2764,117.57739074797152,121.99301547856197,True
2765,120.04424066640266,121.99301547856197,True
2766,108.02840917337049,111.92819281414471,True
2767,115.47886241473604,116.85229034325097,True
2768,111.9525515670149,116.85229034325097,True
2769,122.7577995168261,127.3598983968242,True
2770,123.10659050691237,127.3598983968242,True
2771,116.87855380677334,121.99301547856197,True
2772,119.56152145663013,121.99301547856197,True
2773,121.65919309980471,121.99301547856197,True
2774,115.05873563206441,116.85229034325097,True
2775,119.25097153226042,121.99301547856197,True
2776,114.78696216551482,116.85229034325097,True
2777,104.90529727186102,107.21159431141558,True
2778,115.5118736138971,116.85229034325097,True
2779,117.44164328695267,121.99301547856197,True
2780,118.66206893484375,121.99301547856197,True
2781,125.73252554814992,127.3598983968242,True
2782,117.06336040265647,121.99301547856197,True
2783,119.81304126449716,121.99301547856197,True
2784,118.03958869157412,121.99301547856197,True
2785,117.43307379937725,121.99301547856197,True
2786,111.4617244051695,111.92819281414471,True
2787,115.78924834247525,116.85229034325097,True
2788,119.80517768746688,121.99301547856197,True
2789,127.61502941572375,132.96288853930218,True
2790,109.09913380827938,111.92819281414471,True
2791,121.65012961344958,121.99301547856197,True
2792,121.06857235344621,121.99301547856197,True
2793,111.35108767106694,111.92819281414471,True
2794,114.85710800151585,116.85229034325097,True
2795,110.76065848920732,111.92819281414471,True
2796,123.44509081506772,127.3598983968242,True
2797,118.28340827544893,121.99301547856197,True
2798,117.98262699141769,121.99301547856197,True
2799,125.64930065031547,127.3598983968242,True
2800,113.37021626584769,116.85229034325097,True
2801,108.99568116637933,111.92819281414471,True
2802,107.47666262587148,111.92819281414471,True
2803,110.77115242683465,111.92819281414471,True
2804,117.51529939562549,121.99301547856197,True
2805,114.5807934750693,116.85229034325097,True
2806,117.81141939261124,121.99301547856197,True
2807,113.13683473284388,116.85229034325097,True
2808,111.24230061414004,111.92819281414471,True
2809,115.9910606500861,116.85229034325097,True
2810,119.45037867009854,121.99301547856197,True
2811,119.30497490896676,121.99301547856197,True
2812,119.23057418781643,121.99301547856197,True
2813,109.68268209731428,111.92819281414471,True
2814,119.26420356682137,121.99301547856197,True
2815,113.46313159552126,116.85229034325097,True
2816,118.24513943609368,121.99301547856197,True
2817,113.09607540272181,116.85229034325097,True
2818,118.2030488949338,121.99301547856197,True
2819,117.47465207475764,121.99301547856197,True
2820,117.90968045875555,121.99301547856197,True
2821,121.59163434250067,121.99301547856197,True
2822,113.6131026752477,116.85229034325097,True
2823,117.65189029670067,121.99301547856197,True
2824,108.88288719450448,111.92819281414471,True
2825,110.54217044043679,111.92819281414471,True
2826,119.1489100369411,121.99301547856197,True
2827,104.96377014310376,107.21159431141558,True
2828,106.80702146584251,107.21159431141558,True
2829,114.19672400965875,116.85229034325097,True
2830,115.64786942712686,116.85229034325097,True
2831,118.47344394623427,121.99301547856197,True
2832,107.76124999366847,111.92819281414471,True
2833,102.37463267334827,102.6937509290598,True
2834,113.52317189128038,116.85229034325097,True
2835,114.7695520622704,116.85229034325097,True
2836,100.61153007666981,102.6937509290598,True
2837,121.26471504797681,121.99301547856197,True
2838,98.02904561043303,98.36628722493359,True
2839,112.5572868965478,116.85229034325097,True
2840,110.17278247404882,111.92819281414471,True
2841,116.31117039714144,116.85229034325097,True
2842,101.77916954719365,102.6937509290598,True
2843,111.51318311497226,111.92819281414471,True
2844,111.26240089888873,111.92819281414471,True
2845,108.84000237856272,111.92819281414471,True
2846,114.33083821644992,116.85229034325097,True
2847,124.18244790719288,127.3598983968242,True
2848,109.20791383390335,111.92819281414471,True
2849,117.35381219257066,121.99301547856197,True
2850,121.50779195715921,121.99301547856197,True
2851,100.70312223031345,102.6937509290598,True
2852,98.13136765598206,98.36628722493359,True
2853,115.00811730599506,116.85229034325097,True
2854,118.37194388908225,121.99301547856197,True
2855,120.70200775127483,121.99301547856197,True
2856,106.50921192267394,107.21159431141558,True
2857,112.4014233371315,116.85229034325097,True
2858,113.2480884238009,116.85229034325097,True
2859,103.60941778984647,107.21159431141558,True
2860,98.78289308577212,102.6937509290598,True
2861,109.34469197593255,111.92819281414471,True
2862,111.13552112492765,111.92819281414471,True
2863,115.46482334415458,116.85229034325097,True
2864,120.75797264702868,121.99301547856197,True
2865,105.32823998926597,107.21159431141558,True
2866,107.22639012530983,111.92819281414471,True
2867,110.53058976195392,111.92819281414471,True
2868,107.78994638148026,111.92819281414471,True
2869,111.67552639105256,111.92819281414471,True
2870,119.6478230878929,121.99301547856197,True
2871,113.54175862468361,116.85229034325097,True
2872,115.22325897117341,116.85229034325097,True
2873,102.34274794772892,102.6937509290598,True
2874,119.18045547425196,121.99301547856197,True
2875,119.19149133037176,121.99301547856197,True
2876,110.52734508129639,111.92819281414471,True
2877,116.08650793650422,116.85229034325097,True
2878,111.1771412711524,111.92819281414471,True
2879,118.50933380871065,121.99301547856197,True
2880,124.12858536652946,127.3598983968242,True
2881,112.62044351904977,116.85229034325097,True
2882,106.39850347460906,107.21159431141558,True
2883,104.74359818275497,107.21159431141558,True
2884,117.32073402894137,121.99301547856197,True
2885,114.57284061278114,116.85229034325097,True
2886,110.89659910960818,111.92819281414471,True
2887,110.12368764286492,111.92819281414471,True
2888,123.0246546884329,127.3598983968242,True
2889,113.05844022016935,116.85229034325097,True
2890,109.15451068377456,111.92819281414471,True
2891,114.46231176978024,116.85229034325097,True
2892,108.12419521565906,111.92819281414471,True
2893,120.50216522948699,121.99301547856197,True
2894,115.79158290531593,116.85229034325097,True
2895,101.70624878154541,102.6937509290598,True
2896,115.40280755719111,116.85229034325097,True
2897,119.58203288843156,121.99301547856197,True
2898,101.33821009799728,102.6937509290598,True
2899,110.89670200749347,111.92819281414471,True
2900,98.70888143304789,102.6937509290598,True
2901,111.60943402605437,111.92819281414471,True
2902,101.8580195755024,102.6937509290598,True
2903,109.5116050904577,111.92819281414471,True
2904,115.17247246858459,116.85229034325097,True
2905,119.4739681833197,121.99301547856197,True
2906,121.49705604636233,121.99301547856197,True
2907,115.08779761295405,116.85229034325097,True
2908,104.57482703850513,107.21159431141558,True
2909,125.84972448102226,127.3598983968242,True
2910,123.96072912071114,127.3598983968242,True
2911,124.90429283618637,127.3598983968242,True
2912,111.48207014693692,111.92819281414471,True
2913,106.43074398405935,107.21159431141558,True
2914,121.89234983087196,121.99301547856197,True
2915,114.32967238537734,116.85229034325097,True
2916,112.49175196567468,116.85229034325097,True
2917,114.72191656788581,116.85229034325097,True
2918,109.52202130981578,111.92819281414471,True
2919,98.20581097133085,98.36628722493359,True
2920,119.32192942313465,121.99301547856197,True
2921,108.10535821839593,111.92819281414471,True
2922,111.81546794890306,111.92819281414471,True
2923,115.6706306812013,116.85229034325097,True
