n2,k_h_mpc,Nmodes,P_raw,W2_at_Rhom,contribution_raw,contribution_clust,fraction_raw
257,0.0167878538469532,192,48759.97648247037,7.471911234852554e-09,3.2384908096934813e-13,3.105656832184991e-13,7.376973588508508e-09
232,0.0159504378938591,24,50737.50106682114,4.6126862109987674e-08,2.600401906127346e-13,2.497897768105151e-13,5.923467846068788e-09
266,0.0170792751950354,240,59260.1435776317,3.88010706244819e-09,2.5548411290806943e-13,2.468616527692957e-13,5.819684735757326e-09
269,0.0171753168623303,264,55813.47933927525,3.1187534555465927e-09,2.127503663455415e-13,2.0512674678753872e-13,4.846250694239628e-09
258,0.0168204833312807,96,64706.25562261852,6.947216217539585e-09,1.9979037708342996e-13,1.936150737789503e-13,4.551034483627625e-09
260,0.016885553142268,96,65705.78678282221,6.005774739765004e-09,1.7538406867407062e-13,1.7004560223872394e-13,3.995082025803983e-09
270,0.0172072116286364,192,65761.29142214636,2.8997473208481018e-09,1.695032254372268e-13,1.643481190890524e-13,3.8611220185484365e-09
253,0.016656696729596,48,74515.99695786934,9.99804891408816e-09,1.6555879610373828e-13,1.61115218808588e-13,3.7712716755189405e-09
264,0.0170149462463237,96,78533.36779746442,4.488337288369186e-09,1.5665966358514284e-13,1.526700304399258e-13,3.5685579134362583e-09
259,0.0168530496412111,96,52027.55238819629,6.459366506939996e-09,1.4936223525972493e-13,1.4362057614244495e-13,3.4023294472028247e-09
262,0.0169503731623472,72,72830.08997850974,5.191911277172935e-09,1.2604245515898143e-13,1.2258118097419948e-13,2.8711270692986135e-09
281,0.0175542297426071,240,69604.70153431795,1.301758386945969e-09,1.0067611554796595e-13,9.778331913253048e-14,2.293306015159789e-09
265,0.0170471410646043,96,47370.8180893409,4.1731557856436224e-09,8.786035714675757e-14,8.415088533729658e-14,2.001375246174934e-09
274,0.0173342038431999,144,59355.493800577526,2.167088276028483e-09,8.57523964887419e-14,8.286294545403726e-14,1.9533579102811558e-09
278,0.017460272441246,168,67249.23370431531,1.6195451108222752e-09,8.471024150739767e-14,8.219094911278524e-14,1.929618612490045e-09
273,0.0173025431704815,96,57588.41841141055,2.3307596495548286e-09,5.965544973999827e-14,5.758366338483842e-14,1.358894321470119e-09
276,0.017397352335918,96,69573.75959702382,1.873418592349746e-09,5.792923323054932e-14,5.6263972259571774e-14,1.3195727536579272e-09
275,0.0173658067934905,120,49955.987218483744,2.014910287723467e-09,5.5920462544391625e-14,5.368167333580999e-14,1.2738148708416471e-09
285,0.0176787293859361,192,59034.63129657088,9.728521234556534e-10,5.105063681270272e-14,4.932112192655933e-14,1.1628848793290004e-09
290,0.0178331317007788,240,63289.77197567427,6.759932970335718e-10,4.753717958482112e-14,4.603497225807985e-14,1.0828516703513593e-09
286,0.017709717541858,144,78821.6528063651,9.04536180490572e-10,4.7531357846282314e-14,4.632530960562822e-14,1.0827190566928261e-09
267,0.0171113489795218,48,50142.78542744372,3.6076369034330957e-09,4.0199325144216266e-14,3.859593096491267e-14,9.157023357210556e-10
272,0.0172708244578869,48,63308.86298607508,2.506792456996361e-09,3.526715115433536e-14,3.4153021173448094e-14,8.033521102753833e-10
283,0.0176165895473187,72,93532.68173783108,1.1253525718485724e-09,3.5085747981854067e-14,3.433551293395502e-14,7.992199187982279e-10
277,0.0174288407822007,72,60165.41775679252,1.7418627735168605e-09,3.493330048121573e-14,3.377205863220449e-14,7.957473099445082e-10
282,0.0175854372867855,96,61822.1070701136,1.2103458797694814e-09,3.325605892043543e-14,3.218019591619589e-14,7.575413448128791e-10
293,0.0179251347105403,216,59345.66886508311,5.433500666653639e-10,3.224547313414352e-14,3.1158773000812795e-14,7.345211632144538e-10
294,0.017955697622266,168,60757.03711994072,5.051947589167184e-10,2.3873217449124213e-14,2.3087358935253763e-14,5.438091535346322e-10
268,0.0171433627567702,24,62980.84426882939,3.3543002338696484e-09,2.347296229558248e-14,2.2727562243611448e-14,5.34691722392003e-10
297,0.0180470758084502,192,61734.45942135321,4.0606557363936736e-10,2.2282878825109367e-14,2.1560984471972717e-14,5.075827545248635e-10
299,0.0181077384192066,192,62178.25004136118,3.5103821278727415e-10,1.9401726016675273e-14,1.877765808283123e-14,4.4195283793329197e-10
289,0.0178023583703421,102,51687.92864776425,7.270483244840788e-10,1.7745932573054544e-14,1.7059275822152912e-14,4.0423544048058226e-10
280,0.0175229666194112,48,56768.199497252586,1.4000749094190614e-09,1.766216261533314e-14,1.7039907100035777e-14,4.023272406370886e-10
256,0.0167551608191455,6,78794.08553614769,8.036234335210746e-09,1.7589103766586734e-14,1.714264630351947e-14,4.0066302965339255e-10
291,0.0178638520193309,96,61790.8628123668,6.285234725747213e-10,1.726089229698533e-14,1.67022047658078e-14,3.93186685007152e-10
306,0.0183184756362814,240,69143.7643289567,2.1086678502633486e-10,1.6200136987406303e-14,1.5731544131792227e-14,3.6902368945622344e-10
296,0.0180166679084873,120,63169.07602407515,4.367340567439121e-10,1.5326714907088295e-14,1.4841454844039504e-14,3.4912796642733535e-10
305,0.0182885189921383,192,58669.265063807405,2.2679269663693492e-10,1.1827342963135997e-14,1.1424155946892558e-14,2.694156068009478e-10
302,0.0181983531890143,144,58371.73869487229,2.821575852261231e-10,1.0980019223730278e-14,1.0603809110095445e-14,2.5011437911858834e-10
314,0.0185563878846852,312,58798.489894558974,1.1777173420209936e-10,1.0002489067056525e-14,9.662259612694904e-15,2.2784717327638496e-10
292,0.0178945195990221,48,72725.71146771184,5.843870897993557e-10,9.444437084045279e-15,9.184709488578898e-15,2.151352806646582e-10
288,0.0177715317526334,36,63120.25422266252,7.819593307429683e-10,8.226245291379868e-15,7.965592181132212e-15,1.8738603199199907e-10
309,0.0184080530684462,144,68213.62130240178,1.6949055886255052e-10,7.707709864388305e-15,7.481722452571572e-15,1.7557428888569458e-10
298,0.0180774325596081,72,58175.51789648861,3.7755070287950714e-10,7.321402557399541e-15,7.0697020888132015e-15,1.6677457640179938e-10
301,0.018168198481987,96,53103.96718202151,3.0346780135149334e-10,7.162375183897744e-15,6.892626027140862e-15,1.631520843117765e-10
321,0.0187620865125795,240,61658.89118757558,7.074485356162549e-11,4.846721364263595e-15,4.6895105785710935e-15,1.1040369603030167e-10
300,0.0181379936423421,56,54586.10670814827,3.2638749152643075e-10,4.619020632765412e-15,4.449782674196151e-15,1.0521689025855655e-10
313,0.0185268159330108,96,80629.17841986545,1.2666655482968348e-10,4.539120110752097e-15,4.426527617570157e-15,1.033968324747395e-10
315,0.0185859127846368,144,61316.05603761657,1.095015286048896e-10,4.476134576094722e-15,4.33013253795487e-15,1.0196208199085741e-10
308,0.0183782424366287,96,55173.96681289648,1.8229149220507822e-10,4.47010877386505e-15,4.30807189190498e-15,1.0182481995582302e-10
318,0.0186742074041128,144,75581.5314924887,8.8015166908479e-11,4.434880739673236e-15,4.3175271837952645e-15,1.010223588926938e-10
307,0.0183483833715199,72,67372.96373802904,1.9605922803820306e-10,4.403030420374607e-15,4.272324268349138e-15,1.0029683895745647e-10
310,0.0184378155018962,96,59074.12069621417,1.5758853688695628e-10,4.1375129992888244e-15,3.997434299833752e-15,9.424860501843813e-11
326,0.0189076440589958,264,64663.78911695769,4.915757046138564e-11,3.88509582977637e-15,3.7649328797596496e-15,8.849878233187723e-11
317,0.0186448223231167,120,65272.40718359868,9.466259489672198e-11,3.4326974661971595e-15,3.327516805200802e-15,7.819357853256747e-11
329,0.018994443187295,288,62219.04831947844,3.951188466587497e-11,3.2778558149596454e-15,3.1724907891839785e-15,7.466643320869885e-11
325,0.0188786223318982,168,66462.68610359884,5.2870242051950876e-11,2.7330320124489684e-15,2.650789413701489e-15,6.225586594853593e-11
322,0.0187912882213208,96,72186.5952655516,6.577698510097871e-11,2.1103184894544745e-15,2.0518500582536047e-15,4.8071045048049084e-11
312,0.0184971967039449,48,58603.63841585614,1.3623316512341164e-10,1.7741686998088977e-15,1.7136206264207147e-15,4.041387303269043e-11
341,0.0193377440393176,336,66227.22954552702,1.649214276824697e-11,1.6990227719271267e-15,1.6477138833148028e-15,3.870212037429626e-11
324,0.0188495559215387,102,60656.9098839034,5.68633166447294e-11,1.6287667291146293e-15,1.5750624856168292e-15,3.71017546400178e-11
323,0.0188204446208899,96,54501.34644264145,6.115797193933082e-11,1.4814185850643614e-15,1.4270559433405117e-15,3.3745304272084057e-11
304,0.0182585131983569,24,53823.26614341325,2.439214276512221e-10,1.458738657617005e-15,1.4045338959167337e-15,3.322867712814514e-11
334,0.0191382336058356,144,66823.94975165564,2.745511732289378e-11,1.2231062536072431e-15,1.1864994305100512e-15,2.786119541174248e-11
338,0.0192524927320195,180,55894.15309432311,2.051822323954076e-11,9.557072591453246e-16,9.215102204127567e-16,2.17701010234709e-11
342,0.0193660777454133,216,58912.0170911992,1.5334026074497112e-11,9.03358406177668e-16,8.726903540286739e-16,2.0577644016721917e-11
330,0.0190232882201424,96,52928.68093576149,3.673726805745776e-11,8.642022842065442e-16,8.315469348221373e-16,1.9685704855601563e-11
333,0.0191095620787161,120,50307.3128545898,2.952869079577635e-11,8.252828255830929e-16,7.924731691433414e-16,1.8799156660112243e-11
339,0.0192809517168551,144,64839.48263009553,1.9077385793865923e-11,8.246452165393338e-16,7.992087021475127e-16,1.878463253343717e-11
332,0.0190808474688383,72,72996.05523793012,3.175887284901593e-11,7.727574789270553e-16,7.515848970277114e-16,1.7602679295257478e-11
331,0.0190520895814039,72,62758.53889294261,3.4157491492457306e-11,7.145580861049128e-16,6.917864251099412e-16,1.627695256343818e-11
328,0.0189655542835991,48,61835.63116520849,4.249605679463907e-11,5.839489986509009e-16,5.650618622977279e-16,1.3301801960313147e-11
350,0.0195912722642316,240,58397.33025294899,8.564245160128013e-12,5.556989477591283e-16,5.366672918477328e-16,1.2658292710020256e-11
349,0.0195632647127216,168,74470.48368458741,9.211067804171812e-12,5.335187469330485e-16,5.191904192376701e-16,1.2153048862509408e-11
320,0.0187328392827752,24,58282.42656904555,7.608792494475739e-11,4.9273209982043015e-16,4.758236720549286e-16,1.1223967891789962e-11
337,0.0192239916168634,96,46516.00380502522,2.2067881283968822e-11,4.562265110106393e-16,4.366106165360004e-16,1.0392405351372354e-11
336,0.0191954481837232,48,75937.92118316918,2.3734578704892006e-11,4.005232371128477e-16,3.8997453546622905e-16,9.123537831021548e-12
353,0.0196750557067813,192,64727.82972639206,6.883771183994863e-12,3.960636169538345e-16,3.838258015156214e-16,9.021951931721329e-12
344,0.0194226211584291,120,51345.23368571872,1.3256058768489363e-11,3.7813079734428167e-16,3.6340184315707125e-16,8.61345938256483e-12
354,0.0197029043487548,192,65150.08297353238,6.400376731484996e-12,3.7065340010498974e-16,3.5927495258234975e-16,8.443131395899141e-12
346,0.0194790004385831,120,55081.36248773056,1.145968405296583e-11,3.5067500628682015e-16,3.3794202400574694e-16,7.988042614741203e-12
347,0.0195071289737253,120,54718.398475461545,1.0654958336400103e-11,3.2390125332810094e-16,3.1206241073210083e-16,7.378162025145158e-12
340,0.0193093687576505,48,73468.22913048438,1.77377273109443e-11,2.8959098096322363e-16,2.8170754660280393e-16,6.5966067022378525e-12
345,0.0194508312258137,96,49394.706680478856,1.2325187433643211e-11,2.705773413629913e-16,2.596216191997529e-16,6.163494103207166e-12
362,0.0199242922450469,216,63862.60383932344,3.5746903767688225e-12,2.2828903537982916e-16,2.211396546262915e-16,5.200206773791895e-12
356,0.0197584838790491,144,61110.96264095139,5.533039377972915e-12,2.254195751454771e-16,2.1804218930817992e-16,5.134843202900385e-12
365,0.0200066811240579,240,57240.16115293467,2.8732655531470706e-12,1.8274020366368257e-16,1.763551691011335e-16,4.1626477739278965e-12
355,0.0197307136841882,96,65190.37981107759,5.950927363795522e-12,1.724192066995399e-16,1.6712949348727723e-16,3.927545294144224e-12
369,0.0201160080643417,288,57616.57752373474,2.1472974729124806e-12,1.649599084194422e-16,1.592337818250089e-16,3.7576295845291766e-12
361,0.0198967534727353,126,70114.60000990645,3.844672218473148e-12,1.5724779861434262e-16,1.5276234769279062e-16,3.581955069185155e-12
374,0.0202518368056041,336,66317.94357686481,1.4920650974887907e-12,1.5392329391953254e-16,1.4928131361623406e-16,3.506226018927922e-12
360,0.0198691765315922,120,59407.46044880296,4.135044691859009e-12,1.364736133253593e-16,1.318791192232937e-16,3.1087389163373508e-12
357,0.0197862150981403,96,49598.98210816884,5.144496460241129e-12,1.1340523906090566e-16,1.088323533184691e-16,2.5832633239122154e-12
366,0.0200340687907116,144,60234.9151257468,2.671498150970224e-12,1.072783095881873e-16,1.0371631205356033e-16,2.443697706607976e-12
371,0.0201704493223906,192,61532.97839393007,1.8563097099264206e-12,1.0153268024297337e-16,9.823257409199306e-17,2.3128177430084673e-12
358,0.0198139075051114,72,60230.99505030819,4.783237931540772e-12,9.603306005969287e-17,9.284423477199903e-17,2.1875416337866892e-12
363,0.0199517930065763,104,53378.85072935825,3.3236672890775447e-12,8.542133412112495e-17,8.222076562053176e-17,1.945816624893687e-12
370,0.0201432470857082,144,58057.59719421284,1.996509240917484e-12,7.727501953580729e-17,7.461300721458397e-17,1.7602513382493877e-12
377,0.0203328985177844,192,64940.54038578269,1.199292468944634e-12,6.922906756787915e-17,6.709699206753313e-17,1.5769722164308151e-12
381,0.0204404807423761,240,68358.937386385,8.962755583195413e-13,6.807604974679199e-17,6.608432628385968e-17,1.5507075687505438e-12
352,0.019647167591124,24,71203.49859118708,7.403674455676241e-12,5.857416929715011e-17,5.692890830699983e-17,1.3342637829341254e-12
378,0.0203598473679385,192,55586.69682569816,1.1150753572875178e-12,5.509631628742072e-17,5.3113960096687357e-17,1.2550416041319049e-12
373,0.0202247440352057,120,57230.80584665722,1.6047547126736204e-12,5.1023002995851196e-17,4.923994220399162e-17,1.162255407303163e-12
386,0.0205741674566824,240,58921.93069378117,6.227835198292224e-13,4.077289710289615e-17,3.938893372549788e-17,9.287677585952711e-13
389,0.0206539641393439,264,66519.79444341216,5.005810982183395e-13,4.0698229923684005e-17,3.947458723915028e-17,9.270669113755486e-13
376,0.0203059139026858,96,66285.45040535922,1.2898701569065527e-12,3.7999833028880985e-17,3.6853281778297385e-17,8.656000004159979e-13
364,0.0199792559142852,48,45836.41955432508,3.0902716275157915e-12,3.1477108190142407e-17,3.010365413346872e-17,7.170185416807879e-13
390,0.0206804946116029,192,59432.48905819695,4.654291270905745e-13,2.4588099113934865e-17,2.3760669554662735e-17,5.600934769127687e-13
379,0.0203867605949789,72,68146.3088842438,1.0367721674464735e-12,2.3550732121798107e-17,2.2859550676833792e-17,5.364632449551004e-13
387,0.0206008006943138,120,72600.30233617389,5.79050209910485e-13,2.3355122392958982e-17,2.2711733270836222e-17,5.320074416562851e-13
382,0.0204672879417543,96,58548.56116180571,8.333370001903888e-13,2.1684747699574522e-17,2.094400369940529e-17,4.939578972230359e-13
372,0.020197614923014,48,51474.91912179419,1.725955316682977e-12,1.9742980074241537e-17,1.8975888822382434e-17,4.4972628030991546e-13
398,0.0208915255323874,240,60133.61246823808,2.599479829826015e-13,1.7368456967306562e-17,1.6790794782900782e-17,3.956369057384915e-13
393,0.0207598825987584,144,68550.45476001041,3.7410274383253536e-13,1.709660881112532e-17,1.6597805152681938e-17,3.894444636842138e-13
395,0.0208126396917041,192,52485.02932039972,3.234067774245653e-13,1.5088012618261598e-17,1.4513067236173482e-17,3.4369055565896036e-13
385,0.0205474996976366,96,47888.32346931476,6.69819828976298e-13,1.4256243838301356e-17,1.3660848434766869e-17,3.2474365513620295e-13
401,0.0209701146206713,240,59155.38873259989,2.0894105681654677e-13,1.3733321597981182e-17,1.3269008138388855e-17,3.128319846008441e-13
392,0.0207334537114057,108,57896.505603022655,4.0235720425312533e-13,1.1647538065228801e-17,1.1245180860975675e-17,2.653198224961858e-13
402,0.0209962456147599,192,63830.88720528027,1.9426872895048095e-13,1.102252917791228e-17,1.067716254866698e-17,2.5108271538284664e-13
394,0.0207862778829079,120,56940.60658116293,3.478323774586565e-13,1.1003214756146626e-17,1.0616734336748118e-17,2.5064275125259167e-13
388,0.0206273995442487,48,73414.36020665079,5.383879549177954e-13,8.783423834057132e-18,8.544140298538112e-18,2.0007802846489584e-13
405,0.0210744441931221,216,55031.16877629831,1.5614936906838478e-13,8.593082283514778e-18,8.280783545378007e-18,1.9574222924958295e-13
406,0.0211004459848661,192,60923.48847833102,1.4518419652660683e-13,7.862335754955092e-18,7.604230516685568e-18,1.7909651938700255e-13
396,0.0208389681521886,72,75977.34333189223,3.0069639993923036e-13,7.615371205615628e-18,7.414906938989475e-18,1.7347090219419796e-13
397,0.0208652633906012,72,80439.59226813591,2.795807980787175e-13,7.496455134484023e-18,7.310067935764877e-18,1.707621073649482e-13
404,0.0210484102805363,168,55672.158747665926,1.6794269654536442e-13,7.272014137565811e-18,7.010769942939688e-18,1.656495552419398e-13
414,0.0213073180492081,240,73748.74021186857,8.10871878259084e-14,6.644531054982122e-18,6.464337304257881e-18,1.513560883171598e-13
409,0.0211782598174153,192,63053.78181579253,1.166961909351106e-13,6.540565477294694e-18,6.333105582298941e-18,1.489878514877745e-13
413,0.0212815690149687,240,63292.83681098022,8.721137369950764e-14,6.133172492915944e-18,5.939369440250371e-18,1.3970782735767624e-13
410,0.0212041343045449,192,61983.41389244853,1.085015124922728e-13,5.978039250457973e-18,5.785147672693933e-18,1.36174039863555e-13
411,0.0212299772566155,144,70362.5998018619,1.0088228346420039e-13,4.732226492326348e-18,4.597716781040748e-18,1.0779561190737443e-13
425,0.0215885305723586,336,63523.19486565877,3.6401767170306997e-14,3.596999076865835e-18,3.483749134558214e-18,8.193621272138255e-14
403,0.021022344127774,48,84464.72035042953,1.8062672613539118e-13,3.3903524246309863e-18,3.3100738796819234e-18,7.722899882061355e-14
419,0.0214355992686528,216,52417.40195947215,5.6344015831428237e-14,2.9534069258468358e-18,2.8407188941839795e-18,6.727579656201754e-14
426,0.0216139139210115,288,60756.4583048791,3.3845550259352256e-14,2.741781017517367e-18,2.6515262168257608e-18,6.245515995030403e-14
417,0.021384379125516,144,54757.42842649003,6.517628074753727e-14,2.379257018758728e-18,2.2923553110953455e-18,5.419720857357589e-14
384,0.0205207972825898,24,23168.10945826147,7.204085994645763e-13,1.8545005874520166e-18,1.6944097875709998e-18,4.224375691466572e-14
418,0.0214100045141293,96,65493.3843423732,6.05994504453016e-14,1.7639391550892163e-18,1.7100729769156149e-18,4.0180853747924575e-14
408,0.0211523536795014,48,58735.61643811868,1.255097801492339e-13,1.6381987346840012e-18,1.5824166101732306e-18,3.731660674261959e-14
434,0.0218159175070578,288,61506.03516299547,1.8903162717497082e-14,1.5502114543922672e-18,1.4998030204789418e-18,3.5312340308100196e-14
429,0.0216898857331843,192,55641.67172738686,2.7204385118080146e-14,1.3455088589205547e-18,1.2971455075995233e-18,3.0649410168623e-14
420,0.0214611634986899,96,57394.0609711627,5.238740775178866e-14,1.3363226998343645e-18,1.2897561151661076e-18,3.044015821473193e-14
421,0.021486697313192,120,47005.08429944712,4.870864191084277e-14,1.2719743439615262e-18,1.2178536307272565e-18,2.8974363961689713e-14
400,0.0209439510239319,30,39888.35599676333,2.2472152599891318e-13,1.2449683651639658e-18,1.1825457190531566e-18,2.8359193488686954e-14
422,0.0215122008204639,120,49406.50685693886,4.528820757918201e-14,1.2430734101662925e-18,1.1927531795227567e-18,2.8316028218841487e-14
430,0.0217151506057366,144,67384.92566623774,2.529402980578205e-14,1.1362908788414837e-18,1.1025655057671078e-18,2.588362386882959e-14
437,0.0218911882913753,240,67093.49656726449,1.5193989005230227e-14,1.132686499072743e-18,1.0989220790611202e-18,2.580151953097763e-14
416,0.0213587229925521,72,47914.67593313599,7.009878044876826e-14,1.119586782836927e-18,1.072854262537748e-18,2.5503120472998776e-14
424,0.0215631173433349,72,80968.51260344317,3.915104475971698e-14,1.0566672870217039e-18,1.030566590515226e-18,2.4069874291036927e-14
441,0.0219911485751285,270,65238.64230155945,1.1355029178785186e-14,9.259833586481714e-19,8.975957857012085e-19,2.1093018883053438e-14
433,0.0217907694669904,144,64055.51750600479,2.0330841802002912e-14,8.682017286400077e-19,8.410939395706704e-19,1.9776808390204953e-14
446,0.0221154635766365,384,60086.44149758897,7.890123717070972e-15,8.428257015724874e-19,8.14771928356235e-19,1.9198766665034543e-14
440,0.0219662011495421,144,59700.83673359432,1.2212628401984264e-14,4.860694228766129e-19,4.697859183406339e-19,1.1072198457409642e-14
449,0.0221897182799429,240,66554.1867271277,6.341925676601983e-15,4.689796729890379e-19,4.548865048188113e-19,1.0682910233470573e-14
435,0.0218410365913796,96,56239.20919023955,1.7575738584957703e-14,4.3930917286773385e-19,4.2368629412554923e-19,1.0007044502749494e-14
428,0.0216645913971937,72,36779.63568435287,2.9259021806155456e-14,3.5871205417031134e-19,3.3920603963287436e-19,8.17111890999771e-15
450,0.0222144146907918,252,52056.67653116629,5.896580878182482e-15,3.581158039846402e-19,3.443571152688811e-19,8.157536898714326e-15
438,0.0219162211049186,96,56412.34507144245,1.4127031693561475e-14,3.541951052143973e-19,3.416377437090093e-19,8.06822711531149e-15
443,0.0220409587149888,120,56512.2787490879,9.816269607252157e-15,3.081887579562408e-19,2.972817917259606e-19,7.020246347197797e-15
427,0.0216392674944446,48,43965.56959156593,3.1468836856161985e-14,3.0745451928116103e-19,2.9346836956731125e-19,7.003521089563863e-15
442,0.0220160677316502,96,59670.45160757087,1.0557652571341726e-14,2.799910652656856e-19,2.706064852022707e-19,6.377929766855877e-15
458,0.0224110062635376,312,56866.01528079303,3.293314097807491e-15,2.7051216083720384e-19,2.6099814233242666e-19,6.162009352916136e-15
461,0.0224842849536742,360,59147.21618190243,2.6471008550612166e-15,2.609477442160076e-19,2.5212407469913685e-19,5.9441410526792905e-15
436,0.021866126819746,72,47143.73014103844,1.6341529268052767e-14,2.5680021530165368e-19,2.459058624562852e-19,5.84966429465613e-15
445,0.0220906565429438,96,56995.610456170194,8.486032707189274e-15,2.1496293977656858e-19,2.074197995924003e-19,4.896651009455799e-15
454,0.0223129269908588,168,59202.16410920975,4.4067326824958415e-15,2.0291297557575093e-19,1.960580580696463e-19,4.6221643029138764e-15
459,0.0224354590872475,192,73583.5606983943,3.062049908062749e-15,2.0028136468573153e-19,1.9483772040473108e-19,4.562218713527622e-15
453,0.0222883397360181,144,58520.7384759967,4.739555299316267e-15,1.8490818410920767e-19,1.7858877704345269e-19,4.21203230341049e-15
451,0.022239083676395,144,47732.10168842826,5.482509229212991e-15,1.7446112535769394e-19,1.6715111305207662e-19,3.974058256188142e-15
452,0.0222637253279169,96,53381.53909295643,5.097514656268822e-15,1.2093919017801445e-19,1.1640806603910882e-19,2.7548795540453067e-15
432,0.0217655923708106,32,33881.784930780115,2.1866347687709383e-14,1.0975865030764896e-19,1.0327973247425357e-19,2.5001975055983048e-15
465,0.0225816199756118,192,57308.605417608494,1.9782762405619164e-15,1.0077533553546027e-19,9.725839999668354e-20,2.2955661519648922e-15
470,0.0227027019158317,240,61296.034126940765,1.3746194781902438e-15,9.362080271856299e-20,9.05660927670291e-20,2.1325927093032963e-15
457,0.0223865267300019,96,57795.78867419987,3.5420447322745185e-15,9.09845639204893e-20,8.783607971402306e-20,2.0725417005797864e-15
469,0.0226785372448903,192,67234.28488576677,1.4784389028811908e-15,8.835713989556841e-20,8.572880406822406e-20,2.012691483992361e-15
474,0.0227991044807474,240,69497.30125753247,1.027303908091873e-15,7.93276102041126e-20,7.70447126305751e-20,1.807007398519142e-15
456,0.0223620203989232,96,46554.060923038014,3.809560981075725e-15,7.882245955690123e-20,7.543618312927835e-20,1.7955005479468254e-15
467,0.0226301304933359,168,53237.44371719929,1.7101931337404596e-15,7.081379721348209e-20,6.815349678321915e-20,1.6130708482550807e-15
460,0.0224598852883711,48,102809.65606196182,2.847025628594254e-15,6.504482792785908e-20,6.377948320403942e-20,1.4816592230450475e-15
462,0.0225086581694523,96,55438.57151419733,2.461215264973052e-15,6.064278154624118e-20,5.845503464404291e-20,1.3813847995531421e-15
466,0.022605888246963,96,62807.240154848754,1.8393570733414477e-15,5.1344418415944915e-20,4.9709434350752515e-20,1.1695769444150598e-15
468,0.0226543467982779,120,53676.25155097215,1.5900993869447712e-15,4.741698593594119e-20,4.565020883933589e-20,1.080113773517934e-15
477,0.02287113974549,216,55486.28764282589,8.257266002439805e-16,4.581650365547021e-20,4.4165050454982245e-20,1.0436563116762318e-15
473,0.022775042094644,144,56266.074578155385,1.1048919987692387e-15,4.1445290402371435e-20,3.9972101070679114e-20,9.440842374825117e-16
482,0.0229906969623344,240,57469.52902720998,5.737620687557253e-16,3.663759540563245e-20,3.536256858617528e-20,8.345695249306338e-16
486,0.0230858969429135,312,57236.29263887065,4.287935860792089e-16,3.5450357474278314e-20,3.4211620447827264e-20,8.075253757341632e-16
485,0.0230621337899942,240,60896.37325531581,4.611786236290008e-16,3.1204561779871604e-20,3.017972039402938e-20,7.10810194063458e-16
464,0.0225573255952854,72,43861.73721499508,2.1276874081130606e-15,3.110802199010302e-20,2.9689563718027644e-20,7.08611109609578e-16
481,0.0229668353088244,192,55949.55792444735,6.17095986856445e-16,3.0689997921394376e-20,2.9592938389205136e-20,6.990889195048717e-16
475,0.0228231414979461,120,57284.852822725305,9.55164233930748e-16,3.03980236456967e-20,2.933673005244031e-20,6.924380236187428e-16
472,0.022750954259142,72,73051.99308444842,1.1883400027282592e-15,2.8936868553759397e-20,2.8144641885273895e-20,6.591543024185076e-16
489,0.0231570400913528,240,61595.03181063431,3.44655819228038e-16,2.3587873498968032e-20,2.282197167846128e-20,5.373092901487544e-16
494,0.0232751287719033,336,55795.32099183755,2.3948657556937623e-16,2.078569166664559e-20,2.0040622320429754e-20,4.734782571707804e-16
478,0.022895101134718,96,58410.91024234324,7.677421543379873e-16,1.9930896918355294e-20,1.9248459447832637e-20,4.540068470223906e-16
491,0.0232043476791524,216,57240.05589586388,2.979503081834251e-16,1.705469229460912e-20,1.645879167824227e-20,3.8848964536471534e-16
490,0.0231807059535242,168,60050.89272453178,3.2045328451463204e-16,1.4967171186809355e-20,1.4468688299786597e-20,3.4093790295557004e-16
497,0.0233456952666306,288,57847.37765513759,1.924945814878314e-16,1.484707566919232e-20,1.433375678522477e-20,3.3820224145884037e-16
488,0.0231333500185617,120,68714.56132737074,3.706862730637197e-16,1.4150858135361926e-20,1.3738984498624458e-20,3.22343069206289e-16
483,0.0230145338759039,96,52863.69408502984,5.334711593567295e-16,1.2533891631742381e-20,1.2059695045647512e-20,2.8551011246298015e-16
484,0.0230383461263251,78,60137.288238057416,4.960095714983258e-16,1.0771464372510894e-20,1.041323523753988e-20,2.4536369826256845e-16
493,0.0232515590152026,144,61860.522487009344,2.5757402368959636e-16,1.0622442456346502e-20,1.0279010424760373e-20,2.419691209601932e-16
501,0.0234394534562414,192,73070.95317211734,1.4385831059901457e-16,9.343879001956005e-21,9.088130894224424e-21,2.12844663339257e-16
506,0.0235561264193302,336,59021.25750077752,9.996098208851294e-17,9.177502232697138e-21,8.866512510643987e-21,2.0905475901440822e-16
480,0.0229429488381819,48,52921.70552179578,6.637027397440367e-16,7.805395765942884e-21,7.51041677050109e-21,1.7779948067435362e-16
509,0.0236258536357348,360,53483.69390206395,8.034666396850722e-17,7.162060636239384e-21,6.894238423011027e-21,1.6314491921573517e-16
502,0.0234628344630085,168,54963.941103334815,1.3375624482253663e-16,5.7180436153782164e-21,5.509978345654271e-21,1.3025158695008697e-16
500,0.023416049103469,144,52866.66017822394,1.5472334436321071e-16,5.45313764539212e-21,5.246839852907839e-21,1.2421728128469395e-16
498,0.0233691700792649,96,59796.13903368361,1.7897716344151283e-16,4.756508155112452e-21,4.5974173431644405e-21,1.08348725056629e-16
504,0.0235095267170779,144,61653.63496724934,1.1563047000223616e-16,4.752692525739562e-21,4.59851856573658e-21,1.0826180865401613e-16
